#;TITLE;ALTERNATIVE;CREATOR;SUBJECT;DESCRIPTION;ABSTRACT;PUBLISHER;CONTRIBUTOR;DATE;TYPE;EXTENT;MEDIUM;IDENTIFIER;SOURCE;LANGUAGE;REFERENCES;SPATIAL;ATTRIBUTION NAME;ATTRIBUTION URL;LICENSE;DATESTAMP
86;Citroenvlinder foerageert in bloemen van Griekse alant;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Asteraceae, Gonepteryx rhamni, Griekse alant, Inula helenium, Inula), Lepidoptera, Pieridae, alant, avond, buitenopname, citroenvlinder, close, composietenfamilie, dagvlinders, exterieur, extreem close, fauna, flora, foerageren, planten, rivierlandschappen, ruig grasland, totaal, uiterwaarden, vlinders, voortbewegen, waarnemen, witjes, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een citroenvlinder foerageert in de bloemen van Griekse alant. De bloeiwijze van de plant is goed zichtbaar. Aan de bloeistengel staan bloeiende bloemen en uitgebloeide bloemen. In een van de bloeiende bloemen foerageert een citroenvlinder. In opeenvolgende kaders komt de vlinder vervolgens steeds nadrukkelijker in beeld. De wijze waarop die de roltong gebruikt is goed zichtbaar. Ook de adering van de vleugels is duidelijk te zien. Uiteindelijk vliegt de vlinder weg. Diverse kaders. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);8/27/2013;Moving Image;132;http://www.openbeelden.nl/files/08/08/808455.808423.VKA059_009_05-NAT00Z04BYI.mp4, http://www.openbeelden.nl/files/08/08/808457.808423.VKA059_009_05-NAT00Z04BYI.mp4, http://www.openbeelden.nl/files/08/08/808423.VKA059_009_05-NAT00Z04BYI.mp4, http://www.openbeelden.nl/files/08/08/808459.808423.VKA059_009_05-NAT00Z04BYI.webm, http://www.openbeelden.nl/files/08/08/808449.808423.VKA059_009_05-NAT00Z04BYI.ogv, http://www.openbeelden.nl/files/08/08/808453.808423.VKA059_009_05-NAT00Z04BYI.ogv, http://www.openbeelden.nl/files/08/08/808530.808423.VKA059_009_05_NAT00Z04BYI.m3u8, http://www.openbeelden.nl/files/08/08/808462.808423.VKA059_009_05-NAT00Z04BYI.ts, http://www.openbeelden.nl/images/808765/Citroenvlinder_foerageert_in_bloemen_van_Griekse_alant_%281_06%29.png;5231755;VKA059_009_05-NAT00Z04BYI;nl;;Nederland, Stalberg, Maasduinen, Limburg, Noord-Limburg;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/808417;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
87;Roofvlieg zuigt aan prooi;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Asilidae spec, Brachycera, bossen, buitenopname, close, diptera, exterieur, extreem close, fauna, foerageren, insecten, leegzuigen, ochtend, roofvliegen spec, totaal, tweevleugeligen, vliegen, wijd, zomer, zonnig, zonsopgang;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een roofvlieg zuigt aan een prooi. Een roofvlieg heeft een langpootmug gevangen en zit ermee op een zanderige ondergrond. Eerst is de roofvlieg met prooi te zien in een wijds kader. In opeenvolgende kaders komt de roofvlieg met de prooi vervolgens nadrukkelijker in beeld. De roofvlieg heeft de zuigsnuit in de prooi gestoken en zuigt sappen uit de prooi. Het is duidelijk te zien dat de roofvlieg iets in de langpootmug spuit en dat er vervolgens weer uitzuigt (opblazen en leegzuigen). Terwijl de roofvlieg de prooi leegzuigt poetst het dier zichtzelf. Vroege ochtend. Diverse kaders. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Boris (camera);8/14/2013;Moving Image;121;http://www.openbeelden.nl/files/08/08/808142.808117.VKB016_009_05-NAT00Z04C07.mp4, http://www.openbeelden.nl/files/08/08/808144.808117.VKB016_009_05-NAT00Z04C07.mp4, http://www.openbeelden.nl/files/08/08/808117.VKB016_009_05-NAT00Z04C07.mp4, http://www.openbeelden.nl/files/08/08/808146.808117.VKB016_009_05-NAT00Z04C07.webm, http://www.openbeelden.nl/files/08/08/808138.808117.VKB016_009_05-NAT00Z04C07.ogv, http://www.openbeelden.nl/files/08/08/808140.808117.VKB016_009_05-NAT00Z04C07.ogv, http://www.openbeelden.nl/files/08/08/808219.808117.VKB016_009_05_NAT00Z04C07.m3u8, http://www.openbeelden.nl/files/08/08/808148.808117.VKB016_009_05-NAT00Z04C07.ts, http://www.openbeelden.nl/images/808368/Roofvlieg_zuigt_aan_prooi_%281_00%29.png;5231780;VKB016_009_05-NAT00Z04C07;nl;;Nederland, Oostrum, Boshuizerbergen, Limburg, Noord-Limburg;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/808113;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
88;Kleine vuurvlinder zit op bodem;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Lepidoptera, Lycaena phlaeas, Lycaenidae, bossen, buitenopname, close, dagvlinders, exterieur, extreem close, fauna, heide, kleine pages, vuurvlinders en blauwtjes, kleine vuurvlinder, middag, najaar, opwarmen, ruig grasland, rusten, totaal, vlinders, voortbewegen, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een kleine vuurvlinder zit tussen grasstengels op een begraasd graslandje. De vlinder vliegt een aantal keren op. De vlinder is een beetje schuin van achteren gezien. In een aantal opeenvolgende kaders komt de vlinder steeds nadrukkelijker in beeld. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);10/1/2013;Moving Image;120;http://www.openbeelden.nl/files/08/07/808000.807973.VKA073_018_06-NAT00Z04BZ7.mp4, http://www.openbeelden.nl/files/08/07/808002.807973.VKA073_018_06-NAT00Z04BZ7.mp4, http://www.openbeelden.nl/files/08/07/807973.VKA073_018_06-NAT00Z04BZ7.mp4, http://www.openbeelden.nl/files/08/07/808004.807973.VKA073_018_06-NAT00Z04BZ7.webm, http://www.openbeelden.nl/files/08/07/807995.807973.VKA073_018_06-NAT00Z04BZ7.ogv, http://www.openbeelden.nl/files/08/07/807998.807973.VKA073_018_06-NAT00Z04BZ7.ogv, http://www.openbeelden.nl/files/08/07/808070.807973.VKA073_018_06_NAT00Z04BZ7.m3u8, http://www.openbeelden.nl/files/08/07/808007.807973.VKA073_018_06-NAT00Z04BZ7.ts, http://www.openbeelden.nl/images/808226/Kleine_vuurvlinder_zit_op_bodem_%281_00%29.png;5231731;VKA073_018_06-NAT00Z04BZ7;nl;;Nederland, Stippelberg, De Rips, Noord-Brabant;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807969;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
89;Krasser springt van takje;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Acrididae, Chorthippus parallelus, Ensifera, Orthoptera, avond, bewolkt, bossen, buitenopname, close, exterieur, fauna, heide, insecten, krasser, langsprietigen, middag, najaar, rechtvleugeligen, sprinhaan, totaal, veldksprinkhanen, vennen, voortbewegen, waarnemen, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Op een dor takje tussen wat begroeiing zit een krasser (sprinkhaan). Via een scherpteverlegging komt de sprinkhaan op het takje in beeld. In opeenvolgende kaders komt de sprinkhaan vervolgens nadrukkelijker in beeld. Dan springt de krasser weg. Even is het takje nog in beeld. Daarna komt de sprinkhaan tussen de vegetatie weer in beeld. Weer springt de krasser weg. Diverse kaders. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);9/22/2013;Moving Image;120;http://www.openbeelden.nl/files/08/07/807980.807955.VKA066_013_04-NAT00Z04BYU.mp4, http://www.openbeelden.nl/files/08/07/807983.807955.VKA066_013_04-NAT00Z04BYU.mp4, http://www.openbeelden.nl/files/08/07/807955.VKA066_013_04-NAT00Z04BYU.mp4, http://www.openbeelden.nl/files/08/07/807989.807955.VKA066_013_04-NAT00Z04BYU.webm, http://www.openbeelden.nl/files/08/07/807976.807955.VKA066_013_04-NAT00Z04BYU.ogv, http://www.openbeelden.nl/files/08/07/807978.807955.VKA066_013_04-NAT00Z04BYU.ogv, http://www.openbeelden.nl/files/08/07/808060.807955.VKA066_013_04_NAT00Z04BYU.m3u8, http://www.openbeelden.nl/files/08/07/807993.807955.VKA066_013_04-NAT00Z04BYU.ts, http://www.openbeelden.nl/images/808483/Krasser_springt_van_takje_%281_00%29.png;5231743;VKA066_013_04-NAT00Z04BYU;nl;;Nederland, Stippelberg, De Rips, Noord-Brabant;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807950;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
90;Vlieg foerageert op bootsmannetje;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Brachycera spec, Heteroptera, Notonectidae spec, bewolkt, bootsmannetje spec, buitenopname, close, diptera, exterieur, fauna, foerageren, insecten, ochtend, stedelijke gebieden, totaal, tweevleugeligen, vissen, vliegen spec, wantsen, zomer, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Op een blad van een waterlelie ligt het kadaver van een bootsmannetje. Het bootsmannetje ligt aan de rand van het water op de buik. Op de rug van het bootsmannetje loopt een vlieg. De vlieg gaat met de zuigsnuit over het lijf van het bootsmannetje. Een tweede vlieg (mannetje) zit vlak bij het kadaver op het blad. In het water zijn kleine vissen te zien die naar het tafereel kijken. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Boris (camera);7/7/2013;Moving Image;119;http://www.openbeelden.nl/files/08/07/807942.807929.VKB013_035_02-NAT00Z04C05.mp4, http://www.openbeelden.nl/files/08/07/807944.807929.VKB013_035_02-NAT00Z04C05.mp4, http://www.openbeelden.nl/files/08/07/807929.VKB013_035_02-NAT00Z04C05.mp4, http://www.openbeelden.nl/files/08/07/807946.807929.VKB013_035_02-NAT00Z04C05.webm, http://www.openbeelden.nl/files/08/07/807938.807929.VKB013_035_02-NAT00Z04C05.ogv, http://www.openbeelden.nl/files/08/07/807940.807929.VKB013_035_02-NAT00Z04C05.ogv, http://www.openbeelden.nl/files/08/07/808039.807929.VKB013_035_02_NAT00Z04C05.m3u8, http://www.openbeelden.nl/files/08/07/807949.807929.VKB013_035_02-NAT00Z04C05.ts, http://www.openbeelden.nl/images/808771/Vlieg_foerageert_op_bootsmannetje_%280_59%29.png;5231779;VKB013_035_02-NAT00Z04C05;nl;;Nederland, Flevoland, Almere, Stedenwijk;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807925;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
91;Wolfspin in close-up;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Arachnida, Araneae, Lycosidae spec, avond, bewolkt, bossen, buitenopname, close, cultuurlandschappen, exterieur, extreem close, fauna, jagen, middag, najaar, rusten, spinachtigen, spinnen, totaal, waarnemen, wolfspinnen spec;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een kleine wolfspin zit op een nat stuk hout (weipaal). Het hout is een beetje bemost en hier en daar zijn schimmelvlekjes zichtbaar. Ook kleine waterdruppels zijn te zien. Eerst is de wolfspin te zien nabij de bovenrand van het hout. Er loopt een kleine pissebed in de buurt. Daarna is de wolfspin te zien vanuit een andere hoek. De bovenzijde van het hout is net herkenbaar. Op het hout groeien wat mossen en korstmossen. Nu zit de spin bij een soort van schimmelige plek. In enkele opeenvolgende kaders komt de spin hierna steeds nadrukkelijker in beeld. De acht ogen zijn duidelijk zichtbaar. Vervolgens is de wolfspin nog eens vanuit een iets andere hoek in beeld. Diverse kaders. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);11/13/2013;Moving Image;117;http://www.openbeelden.nl/files/08/07/807847.807822.VKA084_019_05-NAT00Z04BZT.mp4, http://www.openbeelden.nl/files/08/07/807849.807822.VKA084_019_05-NAT00Z04BZT.mp4, http://www.openbeelden.nl/files/08/07/807822.VKA084_019_05-NAT00Z04BZT.mp4, http://www.openbeelden.nl/files/08/07/807851.807822.VKA084_019_05-NAT00Z04BZT.webm, http://www.openbeelden.nl/files/08/07/807843.807822.VKA084_019_05-NAT00Z04BZT.ogv, http://www.openbeelden.nl/files/08/07/807845.807822.VKA084_019_05-NAT00Z04BZT.ogv, http://www.openbeelden.nl/files/08/07/807910.807822.VKA084_019_05_NAT00Z04BZT.m3u8, http://www.openbeelden.nl/files/08/07/807853.807822.VKA084_019_05-NAT00Z04BZT.ts, http://www.openbeelden.nl/images/808229/Wolfspin_in_close-up_%280_58%29.png;5231712;VKA084_019_05-NAT00Z04BZT;nl;;Nederland, Epen, Limburg, Bovenste Bos, Zuid-Limburg;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807818;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
92;Hoornaarroofvlieg zit op bodem;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Asilidae, Brachycera, Diptera, avond, bewolkt, buitenopname, close, exterieur, fauna, heide, hoornaarroofvlieg, insecten, jagen, middag, najaar, poetsen, roofvliegen, silus crabroniformis, totaal, tweevleugeligen, vliegen, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een hoornaarroofvlieg zit op de grond tussen de konijnenkeutels en poetst zichzelf. De roofvlieg is schuin van voren te zien. In een aantal opeenvolgende kaders komt de roofvlieg steeds nadrukkelijker in beeld. Diverse kaders. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);9/24/2013;Moving Image;113;http://www.openbeelden.nl/files/08/07/807717.807692.VKA068_002_02-NAT00Z04BYZ.mp4, http://www.openbeelden.nl/files/08/07/807719.807692.VKA068_002_02-NAT00Z04BYZ.mp4, http://www.openbeelden.nl/files/08/07/807692.VKA068_002_02-NAT00Z04BYZ.mp4, http://www.openbeelden.nl/files/08/07/807721.807692.VKA068_002_02-NAT00Z04BYZ.webm, http://www.openbeelden.nl/files/08/07/807713.807692.VKA068_002_02-NAT00Z04BYZ.ogv, http://www.openbeelden.nl/files/08/07/807715.807692.VKA068_002_02-NAT00Z04BYZ.ogv, http://www.openbeelden.nl/files/08/07/807761.807692.VKA068_002_02_NAT00Z04BYZ.m3u8, http://www.openbeelden.nl/files/08/07/807723.807692.VKA068_002_02-NAT00Z04BYZ.ts, http://www.openbeelden.nl/images/808372/Hoornaarroofvlieg_zit_op_bodem_%280_56%29.png;5231739;VKA068_002_02-NAT00Z04BYZ;nl;;De Hamert, Nederland, Maasduinen, Limburg, Noord-Limburg;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807688;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
93;Vangkuilen van de mierenleeuw onder jeneverbes;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Cupressaceae, Juniperus, Juniperus communis, Myrmeleon, Myrmeleon (Myrmeleon) formicarius, Myrmeleontidae, Neuroptera, bewolkt, bomen, buitenopname, cipresfamilie, close, coniferales, coniferen, exterieur, flora, gewone mierenleeuw, jeneverbes, jeneverbessen, mierenleeuwen, netvleugeligen, ochtend, totaal, wijd, zandverstuivingen, zomer;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Onder een jeneverbesstruik in een stuifzandgebied bevindt zich een groot aantal vangkuilen van de mierenleeuw. De vangkuilen liggen dicht bij elkaar, beschut tegen regen. Eerst is de omgeving zichtbaar met een poeltje, enkele grove dennen en een bankje in de achtergrond. In opeenvolgende kaders komen eerst de jeneverbesstruik en dan de vangkuilen steeds nadrukkelijker in beeld. Diverse kaders. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);6/17/2013;Moving Image;110;http://www.openbeelden.nl/files/08/07/807611.807584.VKA040_001_06-NAT00Z04BXU.mp4, http://www.openbeelden.nl/files/08/07/807613.807584.VKA040_001_06-NAT00Z04BXU.mp4, http://www.openbeelden.nl/files/08/07/807584.VKA040_001_06-NAT00Z04BXU.mp4, http://www.openbeelden.nl/files/08/07/807615.807584.VKA040_001_06-NAT00Z04BXU.webm, http://www.openbeelden.nl/files/08/07/807607.807584.VKA040_001_06-NAT00Z04BXU.ogv, http://www.openbeelden.nl/files/08/07/807609.807584.VKA040_001_06-NAT00Z04BXU.ogv, http://www.openbeelden.nl/files/08/07/807673.807584.VKA040_001_06_NAT00Z04BXU.m3u8, http://www.openbeelden.nl/files/08/07/807617.807584.VKA040_001_06-NAT00Z04BXU.ts, http://www.openbeelden.nl/images/807905/Vangkuilen_van_de_mierenleeuw_onder_jeneverbes_%280_55%29.png;5231700;VKA040_001_06-NAT00Z04BXU;nl;;Nederland, Oostrum, Boshuizerbergen, Limburg, Noord-Limburg;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807578;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
94;Kleine vuurvlinder zit te zonnen;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Lepidoptera, Lycaena phlaeas, Lycaenidae, bewolkt, bossen, buitenopname, close, dagvlinders, exterieur, extreem close, fauna, heide, kleine pages, vuurvlinders en blauwtjes, kleine vuurvlinder, middag, najaar, opwarmen, rusten, totaal, vennen, vlinders, voortbewegen;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een kleine vuurvlinder zit op de bosbodem te zonnen met deels geopende vleugels. De vlinder loopt een beetje rond en draait af en toe in het beeld. Vervolgens komt de vlinder in enkele navolgende kaders nadrukkelijker in beeld. Daarbij is de gelede bouw van de antennen goed te zien. Dit geldt ook voor de borstelachtige beharing van het borststuk en de kenmerkende tekening van de vleugels. De vlinder richt de voor- en achtervleugels een beetje nauwkeuriger op de zon. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);9/15/2013;Moving Image;110;http://www.openbeelden.nl/files/08/07/807592.807567.VKA064_001_03-NAT00Z04BYP.mp4, http://www.openbeelden.nl/files/08/07/807594.807567.VKA064_001_03-NAT00Z04BYP.mp4, http://www.openbeelden.nl/files/08/07/807567.VKA064_001_03-NAT00Z04BYP.mp4, http://www.openbeelden.nl/files/08/07/807596.807567.VKA064_001_03-NAT00Z04BYP.webm, http://www.openbeelden.nl/files/08/07/807588.807567.VKA064_001_03-NAT00Z04BYP.ogv, http://www.openbeelden.nl/files/08/07/807590.807567.VKA064_001_03-NAT00Z04BYP.ogv, http://www.openbeelden.nl/files/08/07/807660.807567.VKA064_001_03_NAT00Z04BYP.m3u8, http://www.openbeelden.nl/files/08/07/807598.807567.VKA064_001_03-NAT00Z04BYP.ts, http://www.openbeelden.nl/images/808966/Kleine_vuurvlinder_zit_te_zonnen_%280_55%29.png;5231748;VKA064_001_03-NAT00Z04BYP;nl;;Nederland, Maasduinen, Limburg, Ravenvennen, Noord-Limburg;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807563;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
95;Hoogzit hangt in naaldboom;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Pinaceae, Pinus, Pinus sylvestris, avond, bomen, bossen, buitenopname, close, den, dennenfamilie, exterieur, flora, grove den, jacht, middag, najaar, ruig grasland, totaal, vliegden, wijd, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een overdekte hoogzit ten behoeve van de jacht in een grove den. De hoogzit hangt in de boom aan de rand van een klein open graslandje in een naaldbos. Bij de hoogzit staat een trap. Eerst is de hoogzit zichtbaar in het landschap. Vervolgens komt de hoogzit in enkele navolgende kaders steeds nadrukkelijker in beeld. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);10/12/2013;Moving Image;107;http://www.openbeelden.nl/files/08/07/807460.807430.VKA077_003_05-NAT00Z04BZE.mp4, http://www.openbeelden.nl/files/08/07/807462.807430.VKA077_003_05-NAT00Z04BZE.mp4, http://www.openbeelden.nl/files/08/07/807430.VKA077_003_05-NAT00Z04BZE.mp4, http://www.openbeelden.nl/files/08/07/807464.807430.VKA077_003_05-NAT00Z04BZE.webm, http://www.openbeelden.nl/files/08/07/807455.807430.VKA077_003_05-NAT00Z04BZE.ogv, http://www.openbeelden.nl/files/08/07/807458.807430.VKA077_003_05-NAT00Z04BZE.ogv, http://www.openbeelden.nl/files/08/07/807554.807430.VKA077_003_05_NAT00Z04BZE.m3u8, http://www.openbeelden.nl/files/08/07/807468.807430.VKA077_003_05-NAT00Z04BZE.ts, http://www.openbeelden.nl/images/808375/Hoogzit_hangt_in_naaldboom_%280_53%29.png;5231724;VKA077_003_05-NAT00Z04BZE;nl;;Nederland, Stippelberg, De Rips, Noord-Brabant;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807424;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
96;Grote sponszwam groeit in naaldbos;;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;Fungi, Sparassidiaceae, Sparassis crispa, avond, bossen, buitenopname, close, exterieur, extreem close, flora, grote sponszwam, middag, najaar, paddestoelen, schimmels, sponszwammen, totaal, verteren, wijd, zonnig;Clip gemaakt in de Nederlandse natuur uit de collectie van Stichting Natuurbeelden (www.natuurbeelden.nl).;Een grote sponszwam groeit naast een wandelpad op een begroeide stronk. In een aantal opeenvolgende kaders komt de vlezige, gelobde sponsstructuur van de sponszwam steeds nadrukkelijker in beeld. Samengestelde clip.;Stichting  Natuurbeelden, http://www.openbeelden.nl/users/stichting_natuurbeelden;Berents, Willem (camera);10/22/2013;Moving Image;104;http://www.openbeelden.nl/files/08/07/807421.807396.VKA078_024_05-NAT00Z04BZF.mp4, http://www.openbeelden.nl/files/08/07/807426.807396.VKA078_024_05-NAT00Z04BZF.mp4, http://www.openbeelden.nl/files/08/07/807396.VKA078_024_05-NAT00Z04BZF.mp4, http://www.openbeelden.nl/files/08/07/807432.807396.VKA078_024_05-NAT00Z04BZF.webm, http://www.openbeelden.nl/files/08/07/807417.807396.VKA078_024_05-NAT00Z04BZF.ogv, http://www.openbeelden.nl/files/08/07/807419.807396.VKA078_024_05-NAT00Z04BZF.ogv, http://www.openbeelden.nl/files/08/07/807504.807396.VKA078_024_05_NAT00Z04BZF.m3u8, http://www.openbeelden.nl/files/08/07/807434.807396.VKA078_024_05-NAT00Z04BZF.ts, http://www.openbeelden.nl/images/807770/Grote_sponszwam_groeit_in_naaldbos_%280_52%29.png;5231723;VKA078_024_05-NAT00Z04BZF;nl;;Nederland, Stippelberg, De Rips, Noord-Brabant;Nederlands Instituut voor Beeld en Geluid, Stichting Natuurbeelden;http://www.openbeelden.nl/media/807392;http://creativecommons.org/licenses/by-sa/3.0/nl/;9/18/2015
